"Journal Data Filtered By:  Selected JCR Year: 2008 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,,,
Rank,Full Journal Title,Issn,Total Cites,Journal Impact Factor,Citable Items,Eigenfactor Score,
1413,DEVELOPMENTAL NEUROSCIENCE,0378-5866,"1,640",2.817,35,0.006050,
1414,JOURNAL OF MOLECULAR CATALYSIS A-CHEMICAL,1381-1169,"14,318",2.814,354,0.052410,
1415,CHEMICAL ENGINEERING JOURNAL,1385-8947,"5,417",2.813,647,0.018450,
1416,FISHERIES OCEANOGRAPHY,1054-6006,"1,551",2.812,36,0.006200,
1417,JOURNAL OF PHYCOLOGY,0022-3646,"6,702",2.811,163,0.014570,
1418,BMC MOLECULAR BIOLOGY,1471-2199,805,2.810,110,0.005450,
1418,BOUNDARY-LAYER METEOROLOGY,0006-8314,"4,954",2.810,98,0.012960,
1420,TRANSGENIC RESEARCH,0962-8819,"1,941",2.809,97,0.006250,
1421,AMERICAN JOURNAL OF SOCIOLOGY,0002-9602,"8,629",2.808,45,0.014810,
1421,Alternative Medicine Review,1089-5159,846,2.808,16,0.002050,
1421,PHARMACOECONOMICS,1170-7690,"2,824",2.808,61,0.008580,
1424,JOURNAL OF BEHAVIORAL MEDICINE,0160-7715,"2,295",2.806,47,0.004610,
1424,PHYSIOLOGY & BEHAVIOR,0031-9384,"13,813",2.806,313,0.028270,
1424,PHYSIOLOGY & BEHAVIOR,0031-9384,"13,813",2.806,313,0.028270,
1427,EUROPEAN PHYSICAL JOURNAL C,1434-6044,"7,259",2.805,323,0.037360,
1428,SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH,0355-3140,"3,571",2.802,94,0.006200,
1429,BIOMETALS,0966-0844,"1,843",2.801,67,0.007480,
1429,MICROBES AND INFECTION,1286-4579,"5,524",2.801,201,0.024530,
1431,CRITICAL REVIEWS IN MICROBIOLOGY,1040-841X,968,2.800,13,0.002140,
1431,JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM,1085-9489,714,2.800,29,0.002800,
1431,PALEOBIOLOGY,0094-8373,"2,761",2.800,32,0.007280,
1431,SURVEY OF OPHTHALMOLOGY,0039-6257,"3,406",2.800,55,0.006920,
1435,IEEE COMMUNICATIONS MAGAZINE,0163-6804,"6,944",2.799,193,0.025370,
1436,JOURNAL OF SOILS AND SEDIMENTS,1439-0108,491,2.797,48,0.001640,
1436,JOURNAL OF THE GEOLOGICAL SOCIETY,0016-7649,"4,888",2.797,85,0.013760,
1438,TETRAHEDRON-ASYMMETRY,0957-4166,"12,493",2.796,430,0.037250,
1438,ULTRASONICS SONOCHEMISTRY,1350-4177,"2,444",2.796,162,0.006130,
1440,JOURNAL OF LABORATORY AND CLINICAL MEDICINE,0022-2143,"5,319",2.795,0,0.004170,
1441,IMMUNOGENETICS,0093-7711,"3,539",2.793,70,0.008910,
1441,INTERNATIONAL JOURNAL OF IMMUNOPATHOLOGY AND PHARMACOLOGY,0394-6320,897,2.793,106,0.003330,
1441,SPINE,0362-2436,"31,788",2.793,607,0.049780,
1444,INFECTION GENETICS AND EVOLUTION,1567-1348,922,2.792,105,0.005360,
1444,JOURNAL OF VASCULAR RESEARCH,1018-1172,"1,473",2.792,54,0.005400,
1446,CATALYSIS COMMUNICATIONS,1566-7367,"3,717",2.791,588,0.017680,
1446,International Journal of Innovative Computing Information and Control,1349-4198,907,2.791,296,0.002650,
1446,JOURNAL OF ENDOCRINOLOGY,0022-0795,"9,940",2.791,227,0.024040,
1449,BIOLOGICAL INVASIONS,1387-3547,"1,827",2.788,131,0.009180,
1449,SOLAR ENERGY MATERIALS AND SOLAR CELLS,0927-0248,"6,244",2.788,246,0.024220,
1451,EUROPEAN JOURNAL OF PHARMACOLOGY,0014-2999,"27,204",2.787,900,0.057630,
1451,PROTEIN ENGINEERING DESIGN & SELECTION,1741-0126,"4,867",2.787,84,0.009870,
1453,Regenerative Medicine,1746-0751,314,2.786,56,0.001590,
1454,BMC Neurology,1471-2377,440,2.784,52,0.002530,
1454,EUROPEAN JOURNAL OF CLINICAL INVESTIGATION,0014-2972,"4,800",2.784,127,0.012660,
1454,JOURNAL OF BIOMECHANICS,0021-9290,"16,040",2.784,474,0.036450,
1454,PHYSICS IN MEDICINE AND BIOLOGY,0031-9155,"14,405",2.784,514,0.041360,
1458,JOURNAL OF REPRODUCTIVE IMMUNOLOGY,0165-0378,"1,678",2.778,58,0.004090,
1459,JOURNAL OF CLINICAL GASTROENTEROLOGY,0192-0790,"5,523",2.775,228,0.013890,
1459,PLACENTA,0143-4004,"3,986",2.775,156,0.012380,
1461,SOLAR PHYSICS,0038-0938,"7,510",2.774,200,0.017010,
1462,PSYCHOLOGICAL ASSESSMENT,1040-3590,"3,677",2.773,46,0.007800,
1462,PSYCHOLOGY AND AGING,0882-7974,"5,092",2.773,88,0.010830,
1464,RAPID COMMUNICATIONS IN MASS SPECTROMETRY,0951-4198,"10,610",2.772,486,0.039780,
1465,JOURNAL OF DRUG TARGETING,1061-186X,"1,721",2.771,84,0.004670,
1466,CANCER JOURNAL,1528-9117,"1,612",2.769,64,0.004620,
1467,ACM Transactions on Computational Logic,1529-3785,374,2.766,29,0.002940,
1467,JOURNAL OF ANXIETY DISORDERS,0887-6185,"2,183",2.766,146,0.006190,
1469,ENVIRONMENTAL REVIEWS,1181-8700,498,2.765,8,0.001240,
1470,BRITISH JOURNAL OF NUTRITION,0007-1145,"11,287",2.764,352,0.027450,
1471,ADVANCES IN ATOMIC MOLECULAR AND OPTICAL PHYSICS,1049-250X,828,2.762,13,0.002360,
1471,BMC Medical Genetics,1471-2350,801,2.762,114,0.005920,
1471,JOURNAL OF MOLECULAR EVOLUTION,0022-2844,"8,536",2.762,123,0.019670,
1471,Obesity,1930-7381,"2,071",2.762,446,0.012540,
1475,CANCER BIOLOGY & THERAPY,1538-4047,"3,265",2.761,236,0.021960,
1476,JOURNAL OF STATISTICAL MECHANICS-THEORY AND EXPERIMENT,1742-5468,"2,059",2.758,234,0.023850,
1477,BEST PRACTICE & RESEARCH CLINICAL HAEMATOLOGY,1521-6926,972,2.757,55,0.004610,
1477,PREVENTIVE MEDICINE,0091-7435,"8,600",2.757,196,0.027480,
1479,CLINICAL ORAL IMPLANTS RESEARCH,0905-7161,"4,806",2.756,163,0.013120,
1480,ANNALS OF BOTANY,0305-7364,"9,381",2.755,220,0.025980,
1480,VOX SANGUINIS,0042-9007,"2,856",2.755,89,0.007040,
1482,INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,1386-5056,"1,728",2.754,88,0.005100,
1483,INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY,0168-1605,"11,184",2.753,377,0.027040,
1484,PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR,0091-3057,"12,306",2.751,253,0.019260,
1485,DEVELOPMENTAL REVIEW,0273-2297,"1,193",2.750,19,0.002300,
1485,JOURNAL OF COMPUTATIONAL NEUROSCIENCE,0929-5313,"1,087",2.750,58,0.004940,
1487,BLOOD CELLS MOLECULES AND DISEASES,1079-9796,"2,508",2.749,107,0.009870,
1487,CORTEX,0010-9452,"3,531",2.749,121,0.008630,
1489,JOURNAL OF BIOTECHNOLOGY,0168-1656,"8,058",2.748,203,0.026680,
1490,JOURNAL OF SEPARATION SCIENCE,1615-9306,"4,221",2.746,444,0.021820,
1491,AMERICAN JOURNAL OF NEURORADIOLOGY,0195-6108,"14,463",2.745,371,0.038380,
1492,BEHAVIOR THERAPY,0005-7894,"2,347",2.743,38,0.004680,
1492,GAIT & POSTURE,0966-6362,"3,351",2.743,213,0.010190,
1494,CANCER CHEMOTHERAPY AND PHARMACOLOGY,0344-5704,"5,533",2.740,268,0.013500,
1494,CELL AND TISSUE RESEARCH,0302-766X,"8,730",2.740,200,0.021360,
1494,INTEGRATIVE AND COMPARATIVE BIOLOGY,1540-7063,"1,867",2.740,70,0.012810,
1494,NEUROTOXICOLOGY AND TERATOLOGY,0892-0362,"2,896",2.740,45,0.005760,
1494,ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,0749-5978,"5,462",2.740,42,0.008710,
1499,ACTA ONCOLOGICA,0284-186X,"3,416",2.739,176,0.007830,
1499,JOURNAL OF HEAD TRAUMA REHABILITATION,0885-9701,"1,562",2.739,41,0.004240,
1499,SIAM REVIEW,0036-1445,"3,881",2.739,22,0.011790,
1502,CALCIFIED TISSUE INTERNATIONAL,0171-967X,"6,653",2.737,100,0.013140,
1502,Journal of Neural Engineering,1741-2560,658,2.737,43,0.004710,
1504,JOURNAL OF LIGHTWAVE TECHNOLOGY,0733-8724,"12,901",2.736,438,0.045510,
1505,BULLETIN OF VOLCANOLOGY,0258-8900,"3,361",2.735,59,0.009080,
1506,NEUROUROLOGY AND URODYNAMICS,0733-2467,"2,509",2.733,99,0.006510,
1506,SURVEYS IN GEOPHYSICS,0169-3298,536,2.733,18,0.002190,
1508,EUROPEAN JOURNAL OF NEUROLOGY,1351-5101,"3,632",2.732,238,0.014790,
1509,IEEE TRANSACTIONS ON ELECTRON DEVICES,0018-9383,"14,073",2.730,458,0.045880,
1509,NUCLEAR FUSION,0029-5515,"6,098",2.730,133,0.024860,
1511,AIDS AND BEHAVIOR,1090-7165,"1,388",2.729,117,0.008080,
1512,JOURNAL OF ENDODONTICS,0099-2399,"7,056",2.727,288,0.009620,
1512,MENTAL RETARDATION AND DEVELOPMENTAL DISABILITIES RESEARCH REVIEWS,1080-4013,"1,418",2.727,0,0.004890,
1514,Clinical Colorectal Cancer,1533-0028,513,2.724,49,0.002630,
1515,PEDIATRIC ALLERGY AND IMMUNOLOGY,0905-6157,"2,188",2.723,111,0.007750,
1516,JOURNAL OF ENDOTOXIN RESEARCH,0968-0519,"1,060",2.722,0,0.004790,
1517,JOURNAL OF GENERAL INTERNAL MEDICINE,0884-8734,"8,020",2.720,352,0.031810,
1518,AMERICAN JOURNAL OF CLINICAL PATHOLOGY,0002-9173,"9,429",2.715,215,0.019440,
1518,HORMONE AND METABOLIC RESEARCH,0018-5043,"3,799",2.715,153,0.009290,
1520,BRAIN BEHAVIOR AND EVOLUTION,0006-8977,"1,996",2.714,47,0.003580,
1521,BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS,0304-4165,"5,425",2.713,162,0.016900,
1521,HEALTH SERVICES RESEARCH,0017-9124,"3,530",2.713,119,0.018500,
1521,HEALTH SERVICES RESEARCH,0017-9124,"3,530",2.713,119,0.018500,
1524,IEEE TRANSACTIONS ON MICROWAVE THEORY AND TECHNIQUES,0018-9480,"16,941",2.711,363,0.055270,
1525,PANCREAS,0885-3177,"3,532",2.708,144,0.010730,
1526,JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART A,1549-3296,"6,674",2.706,479,0.038840,
1527,BJU INTERNATIONAL,1464-4096,"13,521",2.704,521,0.038250,
1527,CALIFORNIA LAW REVIEW,0008-1221,"1,672",2.704,36,0.004480,
1527,FRESHWATER BIOLOGY,0046-5070,"7,664",2.704,201,0.018360,
1530,TECTONICS,0278-7407,"4,572",2.702,89,0.013600,
1531,ANIMAL COGNITION,1435-9448,879,2.699,73,0.004060,
1531,WORLD JOURNAL OF UROLOGY,0724-4983,"1,811",2.699,91,0.006490,
1533,FOOD CHEMISTRY,0308-8146,"17,111",2.696,988,0.045590,
1533,PSYCHIATRIC GENETICS,0955-8829,"1,158",2.696,51,0.004820,
1535,EUROPEAN JOURNAL OF INORGANIC CHEMISTRY,1434-1948,"11,557",2.694,613,0.047080,
1535,JOURNAL OF ABNORMAL CHILD PSYCHOLOGY,0091-0627,"4,306",2.694,95,0.009790,
1537,JOURNAL OF INHERITED METABOLIC DISEASE,0141-8955,"2,688",2.691,77,0.009330,
1538,CONSCIOUSNESS AND COGNITION,1053-8100,"1,377",2.690,129,0.005430,
1538,ULTRASOUND IN OBSTETRICS & GYNECOLOGY,0960-7692,"5,787",2.690,215,0.013740,
1540,ANNALS OF THORACIC SURGERY,0003-4975,"25,835",2.689,680,0.068550,
1541,HARMFUL ALGAE,1568-9883,"1,202",2.688,106,0.005110,
1542,AEROSOL SCIENCE AND TECHNOLOGY,0278-6826,"3,636",2.686,89,0.012640,
1542,EUROPEAN JOURNAL OF CLINICAL NUTRITION,0954-3007,"7,853",2.686,187,0.020850,
1544,PLASMA SOURCES SCIENCE & TECHNOLOGY,0963-0252,"2,709",2.685,111,0.010580,
1545,Journal of Field Robotics,1556-4959,282,2.684,39,0.001460,
1546,EVALUATION & THE HEALTH PROFESSIONS,0163-2787,610,2.683,28,0.002240,
1546,EVALUATION & THE HEALTH PROFESSIONS,0163-2787,610,2.683,28,0.002240,
1548,JOURNAL OF ENDOVASCULAR THERAPY,1526-6028,"2,228",2.682,84,0.009670,
1549,JOURNAL OF PAIN AND SYMPTOM MANAGEMENT,0885-3924,"5,286",2.681,129,0.013830,
1549,PHOTOSYNTHESIS RESEARCH,0166-8595,"3,819",2.681,129,0.011150,
1551,ANNALS OF THE ASSOCIATION OF AMERICAN GEOGRAPHERS,0004-5608,"2,317",2.679,40,0.005770,
1552,AMERICAN JOURNAL OF INFECTION CONTROL,0196-6553,"3,349",2.678,127,0.012470,
1553,JOURNAL OF RHEOLOGY,0148-6055,"4,123",2.676,67,0.008680,
1554,SEMINARS IN DIALYSIS,0894-0959,"1,659",2.671,88,0.006240,
1555,GLOBAL AND PLANETARY CHANGE,0921-8181,"2,832",2.670,132,0.014070,
1556,PSYCHIATRY RESEARCH,0165-1781,"6,929",2.666,222,0.015990,
1556,PSYCHIATRY RESEARCH,0165-1781,"6,929",2.666,222,0.015990,
1558,UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS,1078-1439,865,2.662,101,0.004730,
1559,BMC IMMUNOLOGY,1471-2172,426,2.661,73,0.002640,
1560,ENVIRONMENTAL MODELLING & SOFTWARE,1364-8152,"2,180",2.659,128,0.009060,
1560,SYNLETT,0936-5214,"15,680",2.659,662,0.058290,
1562,JOURNAL OF MAGNETIC RESONANCE IMAGING,1053-1807,"8,199",2.658,389,0.031190,
1563,COMPUTATIONAL LINGUISTICS,0891-2017,"1,286",2.656,17,0.002490,
1563,COMPUTATIONAL LINGUISTICS,0891-2017,"1,286",2.656,17,0.002490,
1563,IEEE Transactions on Robotics,1552-3098,"7,580",2.656,133,0.011430,
1563,NEURAL NETWORKS,0893-6080,"5,706",2.656,144,0.011820,
1567,RESEARCH POLICY,0048-7333,"5,476",2.655,126,0.012590,
1568,GENERAL AND COMPARATIVE ENDOCRINOLOGY,0016-6480,"7,257",2.654,263,0.013320,
1569,PROGRESS IN PHOTOVOLTAICS,1062-7995,"1,150",2.652,66,0.005290,
1570,JOURNAL OF PRODUCT INNOVATION MANAGEMENT,0737-6782,"1,832",2.650,33,0.002850,
1570,JOURNAL OF PRODUCT INNOVATION MANAGEMENT,0737-6782,"1,832",2.650,33,0.002850,
1570,NITRIC OXIDE-BIOLOGY AND CHEMISTRY,1089-8603,"1,737",2.650,79,0.005750,
1573,CURRENT PHARMACEUTICAL BIOTECHNOLOGY,1389-2010,812,2.649,56,0.004140,
1573,EXERCISE AND SPORT SCIENCES REVIEWS,0091-6331,"1,609",2.649,29,0.004590,
1573,IMMUNOLOGIC RESEARCH,0257-277X,"1,348",2.649,59,0.006610,
1576,BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,0006-291X,"73,701",2.648,"2,095",0.242950,
1577,CHEMISTRY AND PHYSICS OF LIPIDS,0009-3084,"3,278",2.647,85,0.007280,
1578,COMMUNICATIONS OF THE ACM,0001-0782,"12,617",2.646,146,0.017940,
1579,CARBOHYDRATE POLYMERS,0144-8617,"7,471",2.644,378,0.017770,
1580,AMERICAN JOURNAL OF BOTANY,0002-9122,"11,858",2.642,151,0.025600,
1581,Drug Metabolism and Pharmacokinetics,1347-4367,852,2.641,58,0.003990,
1581,JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY,1044-5463,"1,653",2.641,59,0.005860,
1581,Quaternary Geochronology,1871-1014,322,2.641,31,0.002060,
1581,WORLD JOURNAL OF SURGERY,0364-2313,"9,672",2.641,367,0.020410,
1585,QUARTERLY JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,1824-4661,829,2.640,32,0.002280,
1585,REVIEW OF FINANCIAL STUDIES,0893-9454,"3,365",2.640,79,0.020490,
1587,PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY,0278-5846,"4,721",2.638,277,0.016940,
1587,PSYCHIATRY RESEARCH-NEUROIMAGING,0925-4927,"2,373",2.638,85,0.009920,
1589,JOURNAL OF HUMAN HYPERTENSION,0950-9240,"3,350",2.637,131,0.010400,
1590,Reproductive Biology and Endocrinology,1477-7827,"1,184",2.634,56,0.007070,
1591,REVIEW OF ECONOMIC STUDIES,0034-6527,"5,941",2.633,47,0.030960,
1592,JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY,0867-5910,"1,787",2.631,232,0.005280,
1592,MARINE ECOLOGY-PROGRESS SERIES,0171-8630,"26,497",2.631,552,0.066880,
1592,NEUROMOLECULAR MEDICINE,1535-1084,593,2.631,36,0.003590,
1595,CYTOMETRY PART B-CLINICAL CYTOMETRY,1552-4949,599,2.629,57,0.003300,
1595,JOURNAL OF PHARMACEUTICAL AND BIOMEDICAL ANALYSIS,0731-7085,"10,775",2.629,494,0.030090,
1595,MOLECULAR GENETICS AND METABOLISM,1096-7192,"3,508",2.629,160,0.015720,
1595,ULTRAMICROSCOPY,0304-3991,"4,881",2.629,243,0.016620,
1599,NUTRITION AND CANCER-AN INTERNATIONAL JOURNAL,0163-5581,"3,533",2.627,106,0.007010,
1600,ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS,0003-9861,"20,722",2.626,329,0.038440,
1600,ARCHIVES OF TOXICOLOGY,0340-5761,"3,504",2.626,90,0.004990,
1600,INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,0965-1748,"4,447",2.626,101,0.010920,
1603,CELL MOTILITY AND THE CYTOSKELETON,0886-1544,"2,759",2.625,76,0.009460,
1603,JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY,1355-6177,"3,015",2.625,105,0.010870,
1603,Journal of Atherosclerosis and Thrombosis,1340-3478,849,2.625,39,0.004130,
1603,SCIENTIFIC STUDIES OF READING,1088-8438,590,2.625,15,0.002240,
1607,Aging Male,1368-5538,351,2.622,24,0.001140,
1607,CLONING AND STEM CELLS,1536-2302,704,2.622,49,0.003240,
1607,YEAST,0749-503X,"4,282",2.622,69,0.011200,
1610,ANNALS OF EPIDEMIOLOGY,1047-2797,"3,928",2.621,117,0.015320,
1611,CURRENT OPINION IN UROLOGY,0963-0643,"1,050",2.619,93,0.004240,
1612,IEEE TRANSACTIONS ON ENERGY CONVERSION,0885-8969,"3,583",2.617,122,0.009440,
1613,DISEASES OF THE COLON & RECTUM,0012-3706,"12,568",2.615,249,0.022130,
1613,IEEE PERVASIVE COMPUTING,1536-1268,"1,060",2.615,41,0.005430,
1615,IEEE TRANSACTIONS ON COMPUTERS,0018-9340,"9,240",2.611,132,0.015350,
1616,CURRENT ORGANIC SYNTHESIS,1570-1794,283,2.610,20,0.001950,
1617,AMERICAN JOURNAL OF SURGERY,0002-9610,"15,354",2.605,311,0.026960,
1617,ANNALS OF BIOMEDICAL ENGINEERING,0090-6964,"4,487",2.605,184,0.017930,
1619,PEDIATRIC RESEARCH,0031-3998,"10,474",2.604,229,0.028700,
1619,SOCIAL SCIENCE & MEDICINE,0277-9536,"20,176",2.604,429,0.060160,
1621,HEAD AND NECK-JOURNAL FOR THE SCIENCES AND SPECIALTIES OF THE HEAD AND NECK,1043-3074,"5,050",2.603,218,0.013860,
1622,ADVANCES IN CHROMATOGRAPHY,0065-2415,224,2.600,0,0.000420,
1622,COUNSELING PSYCHOLOGIST,0011-0000,"1,039",2.600,35,0.002970,
1624,JOURNAL OF PHARMACOLOGICAL SCIENCES,1347-8613,"2,202",2.599,218,0.012850,
1625,BEHAVIORAL NEUROSCIENCE,0735-7044,"7,322",2.596,140,0.017050,
1625,CURRENT MEDICAL RESEARCH AND OPINION,0300-7995,"4,166",2.596,330,0.017450,
1625,EXPERT SYSTEMS WITH APPLICATIONS,0957-4174,"3,032",2.596,517,0.005880,
1628,MUSCLE & NERVE,0148-639X,"8,123",2.594,212,0.018850,
1628,QSAR & COMBINATORIAL SCIENCE,1611-020X,"1,129",2.594,94,0.005800,
1630,COLLOIDS AND SURFACES B-BIOINTERFACES,0927-7765,"4,574",2.593,309,0.015620,
1631,PLASTIC AND RECONSTRUCTIVE SURGERY,0032-1052,"20,474",2.591,383,0.034400,
1632,ANESTHESIA AND ANALGESIA,0003-2999,"18,093",2.590,526,0.040600,
1632,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,0147-6513,"4,447",2.590,281,0.011300,
1634,STEROIDS,0039-128X,"3,779",2.588,176,0.008760,
1635,ANIMAL CONSERVATION,1367-9430,"1,194",2.587,56,0.005860,
1635,BIOTECHNIQUES,0736-6205,"7,432",2.587,136,0.021070,
1637,BASIC AND APPLIED ECOLOGY,1439-1791,"1,006",2.584,83,0.006000,
1637,EVOLUTION AND HUMAN BEHAVIOR,1090-5138,"1,376",2.584,52,0.008170,
1637,EVOLUTION AND HUMAN BEHAVIOR,1090-5138,"1,376",2.584,52,0.008170,
1640,LIFE SCIENCES,0024-3205,"19,220",2.583,289,0.042570,
1641,SYSTEMATIC AND APPLIED MICROBIOLOGY,0723-2020,"3,126",2.582,46,0.007860,
1642,JOURNAL OF CHEMICAL NEUROANATOMY,0891-0618,"1,557",2.580,61,0.004370,
1643,EXPERIMENTAL EYE RESEARCH,0014-4835,"7,183",2.579,182,0.019710,
1643,FEMS YEAST RESEARCH,1567-1356,"1,862",2.579,135,0.011530,
1643,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,"17,331",2.579,673,0.049240,
1646,GENE,0378-1119,"19,489",2.578,308,0.050770,
1647,DIGESTIVE AND LIVER DISEASE,1590-8658,"2,296",2.577,134,0.009060,
1647,SYNAPSE,0887-4476,"4,928",2.577,116,0.011860,
1649,IEEE-ACM TRANSACTIONS ON NETWORKING,1063-6692,"6,129",2.576,113,0.017590,
1649,JOURNAL OF MEDICAL VIROLOGY,0146-6615,"7,429",2.576,298,0.023950,
1651,ORGANIZATION SCIENCE,1047-7039,"6,556",2.575,53,0.015360,
1652,INTERNATIONAL JOURNAL OF LEGAL MEDICINE,0937-9827,"1,592",2.574,84,0.003320,
1652,JOURNAL OF MARKETING RESEARCH,0022-2437,"7,142",2.574,54,0.011550,
1654,EUROPEAN JOURNAL OF EPIDEMIOLOGY,0393-2990,"3,314",2.572,93,0.011820,
1655,SEXUALLY TRANSMITTED INFECTIONS,1368-4973,"3,152",2.571,150,0.013960,
1656,ADVANCES IN BIOCHEMICAL ENGINEERING / BIOTECHNOLOGY,0724-6145,"1,226",2.569,31,0.004400,
1656,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,0175-7598,"13,809",2.569,475,0.039430,
1658,BEHAVIOURAL PHARMACOLOGY,0955-8810,"2,301",2.568,83,0.005650,
1659,IEEE MICRO,0272-1732,"1,478",2.565,36,0.004450,
1659,PEPTIDES,0196-9781,"7,869",2.565,286,0.022410,
1661,GEOGRAPHICAL ANALYSIS,0016-7363,926,2.564,21,0.002070,
1661,PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF AUSTRALIA,1323-3580,582,2.564,22,0.004060,
1663,JOURNAL OF BIOMEDICINE AND BIOTECHNOLOGY,1110-7243,693,2.563,50,0.004310,
1664,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,0021-8561,"51,062",2.562,"1,670",0.107880,
1664,MARINE POLLUTION BULLETIN,0025-326X,"8,373",2.562,317,0.021610,
1666,DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY,0012-1622,"6,484",2.561,144,0.013820,
1666,ESA BULLETIN-EUROPEAN SPACE AGENCY,0376-4265,"1,106",2.561,22,0.005400,
1668,NEUROLOGIC CLINICS,0733-8619,"1,311",2.560,69,0.003520,
1669,JOURNAL OF MANAGEMENT STUDIES,0022-2380,"3,175",2.558,59,0.010510,
1670,AMERICAN JOURNAL OF MEDICAL GENETICS PART A,1552-4825,"4,825",2.555,376,0.035910,
1670,MICROPOROUS AND MESOPOROUS MATERIALS,1387-1811,"9,083",2.555,660,0.031300,
1672,QUALITY & SAFETY IN HEALTH CARE,1475-3898,"2,044",2.554,79,0.012730,
1673,MEDICAL CARE RESEARCH AND REVIEW,1077-5587,894,2.553,36,0.005700,
1673,MEDICAL CARE RESEARCH AND REVIEW,1077-5587,894,2.553,36,0.005700,
1675,CELLULAR AND MOLECULAR NEUROBIOLOGY,0272-4340,"2,032",2.550,93,0.007470,
1675,LANGUAGE,0097-8507,"1,807",2.550,15,0.003130,
1677,CLINICAL NEUROPHARMACOLOGY,0362-5664,"1,962",2.547,57,0.003810,
1678,Physics of Life Reviews,1571-0645,159,2.545,12,0.001410,
1679,MARINE BIOTECHNOLOGY,1436-2228,"1,510",2.544,82,0.005080,
1680,Climate of the Past,1814-9324,196,2.542,31,0.002850,
1680,JOURNAL OF ECONOMIC GROWTH,1381-4338,983,2.542,12,0.009110,
1682,BIOMASS & BIOENERGY,0961-9534,"3,885",2.540,146,0.011560,
1682,JOURNAL OF PSYCHOSOMATIC RESEARCH,0022-3999,"7,266",2.540,146,0.015050,
1682,JOURNAL OF PSYCHOSOMATIC RESEARCH,0022-3999,"7,266",2.540,146,0.015050,
1685,NICOTINE & TOBACCO RESEARCH,1462-2203,"2,819",2.539,187,0.015160,
1685,NICOTINE & TOBACCO RESEARCH,1462-2203,"2,819",2.539,187,0.015160,
1687,TETRAHEDRON LETTERS,0040-4039,"70,574",2.538,"1,801",0.140930,
1688,MOLECULAR HUMAN REPRODUCTION,1360-9947,"4,018",2.537,83,0.011440,
1688,Proteome Science,1477-5956,187,2.537,36,0.001090,
1690,BMC INFECTIOUS DISEASES,1471-2334,"1,546",2.536,169,0.010190,
1690,FUEL,0016-2361,"9,461",2.536,434,0.027110,
1690,JOURNAL OF NEUROLOGY,0340-5354,"7,095",2.536,283,0.022320,
1693,IEEE Computational Intelligence Magazine,1556-603X,123,2.535,23,0.000510,
1694,MECHANISMS OF DEVELOPMENT,0925-4773,"6,920",2.534,84,0.018240,
1695,COMPOSITES SCIENCE AND TECHNOLOGY,0266-3538,"8,719",2.533,425,0.036610,
1696,PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY,1522-2152,"1,703",2.532,86,0.008060,
1697,BIOORGANIC & MEDICINAL CHEMISTRY LETTERS,0960-894X,"21,446",2.531,"1,325",0.072750,
1697,Journal of Informetrics,1751-1577,89,2.531,34,0.000400,
1699,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,1532-0456,"4,307",2.530,113,0.009270,
1700,ARCHIVES OF PATHOLOGY & LABORATORY MEDICINE,0003-9985,"8,029",2.527,223,0.015280,
1700,PHARMACOTHERAPY,0277-0008,"4,495",2.527,166,0.014160,
1702,DEPRESSION AND ANXIETY,1091-4269,"1,919",2.526,123,0.006240,
1702,DEPRESSION AND ANXIETY,1091-4269,"1,919",2.526,123,0.006240,
1704,AUTOIMMUNITY,0891-6934,"1,606",2.525,83,0.006160,
1704,BIOSCIENCE REPORTS,0144-8463,"1,128",2.525,36,0.002120,
1706,IMMUNOLOGY AND ALLERGY CLINICS OF NORTH AMERICA,0889-8561,635,2.524,44,0.003490,
1707,PARASITE IMMUNOLOGY,0141-9838,"2,167",2.523,75,0.005980,
